id,reference,name,category,category_id,price,cost_price,stock,active,supplier_id
064bae16-3088-4ebe-a393-130278960bff,REF-95161,Masque Hydratant 75ml,Hygiene & Beaute,bd799a6b-aed4-4c93-badc-95614a125d64,24.5,12.0,346,1,aaabe0c7-b036-4136-b29f-e991b7dddd90
7b86d596-bb3b-461f-a940-e05884ff7f04,REF-36422,Huile Corps 200ml,Hygiene & Beaute,bd799a6b-aed4-4c93-badc-95614a125d64,16.5,8.5,51,1,f4990bcd-6099-446a-ada2-79af9e4e79c6
917ba3a4-8989-45bc-81c6-8bc0f0ede246,REF-45348,Rouge a Levres Mat,Hygiene & Beaute,bd799a6b-aed4-4c93-badc-95614a125d64,19.0,9.0,357,1,f4990bcd-6099-446a-ada2-79af9e4e79c6
de5969e3-b41b-44d8-a044-dfd64a6eda37,REF-14835,Ecouteurs Bluetooth,Electronique,dc8812b9-bd37-4ec4-ac79-9409d34eb3e6,59.9,28.0,386,0,f4990bcd-6099-446a-ada2-79af9e4e79c6
b000e5a6-5167-4c6b-9616-3330fce1b1e8,REF-13630,Batterie Externe 20000mAh,Electronique,dc8812b9-bd37-4ec4-ac79-9409d34eb3e6,39.9,18.5,25,1,f4990bcd-6099-446a-ada2-79af9e4e79c6
4139b0d0-99ea-4a85-9a52-bf184ee80bd7,REF-26158,Cable USB-C 2m,Electronique,dc8812b9-bd37-4ec4-ac79-9409d34eb3e6,12.9,5.5,477,1,bf10f591-87be-485f-8a43-4140433b628a
f14e8c71-c3ad-4136-80e5-4cb954c4371d,REF-71402,Support Telephone Voiture,Electronique,dc8812b9-bd37-4ec4-ac79-9409d34eb3e6,22.0,9.8,298,1,d22409ba-11bc-4a38-8623-b4f17cf3b3b2
3f398058-4f08-47e3-b135-42c66d22b99e,REF-51992,Enceinte Portable IP67,Electronique,dc8812b9-bd37-4ec4-ac79-9409d34eb3e6,49.9,23.0,60,1,aaeab3f4-6976-4ddd-9a7d-4f576dcbc607
c7813958-24a2-40f9-bae8-aa4fba47a26f,REF-22419,Montre Connectee Sport,Electronique,dc8812b9-bd37-4ec4-ac79-9409d34eb3e6,129.0,62.0,68,1,aaabe0c7-b036-4136-b29f-e991b7dddd90
1e68c96e-2a75-49f5-aa8e-131be96519c7,REF-78678,Casque Audio ANC,Electronique,dc8812b9-bd37-4ec4-ac79-9409d34eb3e6,189.0,89.0,13,0,f4990bcd-6099-446a-ada2-79af9e4e79c6
a2e73e48-39c0-4e54-92c4-177638ddeb2c,REF-72241,Hub USB-C 7 ports,Electronique,dc8812b9-bd37-4ec4-ac79-9409d34eb3e6,44.9,21.0,116,1,d22409ba-11bc-4a38-8623-b4f17cf3b3b2
4be4bb9e-1bc2-42b6-b5cb-175be7b68d66,REF-68192,Webcam Full HD,Electronique,dc8812b9-bd37-4ec4-ac79-9409d34eb3e6,79.9,38.0,79,1,bf10f591-87be-485f-8a43-4140433b628a
97ab6030-7b11-401c-a327-fe869e97cd1a,REF-40503,Souris sans fil,Electronique,dc8812b9-bd37-4ec4-ac79-9409d34eb3e6,35.9,16.5,111,1,a426fc73-f014-4ec2-a467-83e4ccf462da
463133c4-69e7-4459-8842-db3c346fd495,REF-28624,Bougie Parfumee Vanille,Maison & Jardin,e75929e7-c0d0-430d-bc3c-2072b2d5ff26,14.9,6.8,177,1,2bc24073-8d10-4b5e-a280-429e862ede9a
b0a95dcf-c2b6-4dc1-8c92-6682e60f1db6,REF-98805,Plante Succulente 12cm,Maison & Jardin,e75929e7-c0d0-430d-bc3c-2072b2d5ff26,9.9,4.2,86,1,f4990bcd-6099-446a-ada2-79af9e4e79c6
9026c423-35c8-48a8-988b-c7cab9d4f263,REF-63941,Coussin Deco 45x45cm,Maison & Jardin,e75929e7-c0d0-430d-bc3c-2072b2d5ff26,24.9,11.5,95,1,bf10f591-87be-485f-8a43-4140433b628a
1b0588e4-76ce-46c2-bc64-96c88d0a1f08,REF-88840,Lampe Bureau LED,Maison & Jardin,e75929e7-c0d0-430d-bc3c-2072b2d5ff26,39.9,18.9,394,1,f4990bcd-6099-446a-ada2-79af9e4e79c6
d96aace6-b874-4a52-b833-fdb260e2e23c,REF-70241,Nappe Coton 140x200cm,Maison & Jardin,e75929e7-c0d0-430d-bc3c-2072b2d5ff26,28.0,13.5,151,1,53671c04-7929-47ec-986c-0acdbd40539e
9eb584ea-c0ca-4f4a-a9be-19a5a1adc51f,REF-41310,Vase Ceramique 25cm,Maison & Jardin,e75929e7-c0d0-430d-bc3c-2072b2d5ff26,32.0,15.0,231,0,aaabe0c7-b036-4136-b29f-e991b7dddd90
9bd1b170-13cc-447d-ad78-be7c34856051,REF-51149,Cadre Photo Bois 20x30cm,Maison & Jardin,e75929e7-c0d0-430d-bc3c-2072b2d5ff26,18.5,8.8,451,1,f4990bcd-6099-446a-ada2-79af9e4e79c6
01af6c33-ee76-405e-a57d-ac7a2c08b768,REF-80250,Pot Terracotta,Maison & Jardin,e75929e7-c0d0-430d-bc3c-2072b2d5ff26,16.9,8.0,166,1,53671c04-7929-47ec-986c-0acdbd40539e
cc93cc31-9fee-4ed3-a125-f60cbf8b292f,REF-10061,Bougies LED x6,Maison & Jardin,e75929e7-c0d0-430d-bc3c-2072b2d5ff26,19.9,9.5,397,0,aaeab3f4-6976-4ddd-9a7d-4f576dcbc607
7adfdbf2-ad5f-4844-a0d4-1889fd889cdd,REF-30320,Tapis Salon 120x170cm,Maison & Jardin,e75929e7-c0d0-430d-bc3c-2072b2d5ff26,89.0,42.0,408,1,a426fc73-f014-4ec2-a467-83e4ccf462da
55f29394-9142-446c-bd17-72da4eeb262f,REF-44888,T-shirt Coton Bio M,Vetements Homme,52c7c957-1e98-4225-87b5-6d682d940fb3,24.9,11.5,286,1,bf10f591-87be-485f-8a43-4140433b628a
ca2a57f5-bd68-4625-8ca2-08b564bf8af1,REF-99938,Jean Slim 32/32,Vetements Homme,52c7c957-1e98-4225-87b5-6d682d940fb3,59.9,28.0,266,1,aaeab3f4-6976-4ddd-9a7d-4f576dcbc607
f5aff64e-4647-4daf-be5a-e6da77e53f50,REF-57763,Polo Pique L,Vetements Homme,52c7c957-1e98-4225-87b5-6d682d940fb3,39.9,18.5,245,1,a426fc73-f014-4ec2-a467-83e4ccf462da
c8626acb-92f1-4e4c-8274-e69f2a894a9a,REF-55097,Chaussettes Laine x3,Vetements Homme,52c7c957-1e98-4225-87b5-6d682d940fb3,16.9,7.8,96,1,d22409ba-11bc-4a38-8623-b4f17cf3b3b2
f585c792-4c3b-4b38-bc6f-a76604b54899,REF-40423,Pull Col V XL,Vetements Homme,52c7c957-1e98-4225-87b5-6d682d940fb3,49.9,23.5,436,0,53671c04-7929-47ec-986c-0acdbd40539e
8bc06fa0-0191-41a6-ae1f-da9c97d30f1a,REF-93778,Chemise Oxford M,Vetements Homme,52c7c957-1e98-4225-87b5-6d682d940fb3,54.9,26.0,211,1,f4990bcd-6099-446a-ada2-79af9e4e79c6
8aa1e4f4-aae5-4cc4-98db-69787751225e,REF-27674,Short Sport L,Vetements Homme,52c7c957-1e98-4225-87b5-6d682d940fb3,29.9,14.0,487,0,53671c04-7929-47ec-986c-0acdbd40539e
0a53560e-8764-42d9-b54e-3786c7cb1ea5,REF-23473,Veste Legere M,Vetements Homme,52c7c957-1e98-4225-87b5-6d682d940fb3,89.0,42.0,172,1,d22409ba-11bc-4a38-8623-b4f17cf3b3b2
85fae7c5-2197-47e3-9704-512935b98f03,REF-36177,Ceinture Cuir 95cm,Vetements Homme,52c7c957-1e98-4225-87b5-6d682d940fb3,28.0,13.0,90,1,d22409ba-11bc-4a38-8623-b4f17cf3b3b2
c5d9f432-71f0-4abb-8efd-52ebec6d6806,REF-46080,Calecon x2 M,Vetements Homme,52c7c957-1e98-4225-87b5-6d682d940fb3,22.9,10.5,35,0,f4990bcd-6099-446a-ada2-79af9e4e79c6
361412d0-6dd1-4fe2-ac9b-a8defe9d127b,REF-35831,Robe Fleurie T38,Vetements Femme,496e39a8-879c-4351-82ae-dd3a31b76a95,44.9,21.0,407,1,aaeab3f4-6976-4ddd-9a7d-4f576dcbc607
921d0b8d-f098-4b94-8af6-502274942eed,REF-99233,Legging Sport T40,Vetements Femme,496e39a8-879c-4351-82ae-dd3a31b76a95,32.9,15.5,8,1,aaeab3f4-6976-4ddd-9a7d-4f576dcbc607
4df4efe8-4f37-4322-a64b-ae3f8be676f8,REF-88193,Blouse Soie T36,Vetements Femme,496e39a8-879c-4351-82ae-dd3a31b76a95,64.9,30.0,123,1,f4990bcd-6099-446a-ada2-79af9e4e79c6
53d91849-075b-4e7b-b698-ecc816d9f197,REF-13169,Pantalon Tailleur T42,Vetements Femme,496e39a8-879c-4351-82ae-dd3a31b76a95,74.9,35.0,320,1,aaeab3f4-6976-4ddd-9a7d-4f576dcbc607
2ae13790-626b-4872-86d1-9ac3982f44ef,REF-49600,Cardigan Long T38,Vetements Femme,496e39a8-879c-4351-82ae-dd3a31b76a95,54.9,26.0,484,1,bf10f591-87be-485f-8a43-4140433b628a
b69bbc53-072e-4c83-a233-44678e884b11,REF-64800,Top Basique x2 T40,Vetements Femme,496e39a8-879c-4351-82ae-dd3a31b76a95,29.9,14.0,269,1,d22409ba-11bc-4a38-8623-b4f17cf3b3b2
9edff71a-2a3e-475c-ac3c-93b59afdfb6d,REF-54934,Jupe Plissee T38,Vetements Femme,496e39a8-879c-4351-82ae-dd3a31b76a95,39.9,19.0,310,1,a426fc73-f014-4ec2-a467-83e4ccf462da
61a65568-b49d-48e6-a0db-a3bfa0a08530,REF-84639,Pyjama Coton T36,Vetements Femme,496e39a8-879c-4351-82ae-dd3a31b76a95,34.9,16.5,500,1,aaabe0c7-b036-4136-b29f-e991b7dddd90
39c61fbc-1f8c-42a0-b463-f715b3137c5c,REF-32212,Collants x3 T2,Vetements Femme,496e39a8-879c-4351-82ae-dd3a31b76a95,12.9,6.0,267,1,aaeab3f4-6976-4ddd-9a7d-4f576dcbc607
864e1b92-332e-46be-aaa1-ed56c7bec90d,REF-57831,Foulard Soie,Vetements Femme,496e39a8-879c-4351-82ae-dd3a31b76a95,28.0,13.0,44,0,aaeab3f4-6976-4ddd-9a7d-4f576dcbc607
38b659e5-40f5-497d-9e4a-c633ac6e1f12,REF-48407,Puzzle 500 pieces,Enfants & Jouets,3fd428c9-c200-4a85-824b-0de411a5e9c0,19.9,9.2,347,0,aaabe0c7-b036-4136-b29f-e991b7dddd90
7153c8b9-4015-413b-8de9-779ff764513c,REF-32875,Lego Classic 500p,Enfants & Jouets,3fd428c9-c200-4a85-824b-0de411a5e9c0,44.9,21.0,99,1,aaeab3f4-6976-4ddd-9a7d-4f576dcbc607
a2aa398f-fa8d-4ccf-846e-d797ac5ce4b5,REF-85069,Peluche Lapin 40cm,Enfants & Jouets,3fd428c9-c200-4a85-824b-0de411a5e9c0,24.9,11.5,159,1,aaeab3f4-6976-4ddd-9a7d-4f576dcbc607
10697d4c-a898-425b-be16-e5e1d0a29076,REF-50305,Livre Apprentissage 3-6ans,Enfants & Jouets,3fd428c9-c200-4a85-824b-0de411a5e9c0,14.9,7.0,216,1,d22409ba-11bc-4a38-8623-b4f17cf3b3b2
b00c7319-8ff5-4884-9b70-270bd105fe2b,REF-17541,Jeu de Societe Famille,Enfants & Jouets,3fd428c9-c200-4a85-824b-0de411a5e9c0,32.0,15.0,491,0,bf10f591-87be-485f-8a43-4140433b628a
acaef059-6b25-4b00-aab6-8e4cad526bff,REF-45742,Crayons Couleur x24,Enfants & Jouets,3fd428c9-c200-4a85-824b-0de411a5e9c0,12.9,6.0,49,1,2bc24073-8d10-4b5e-a280-429e862ede9a
bfc9b22e-c411-4b6a-9bad-60c66b70c4bb,REF-61845,Pate a Modeler x6,Enfants & Jouets,3fd428c9-c200-4a85-824b-0de411a5e9c0,16.9,7.8,344,1,53671c04-7929-47ec-986c-0acdbd40539e
c5665cdb-27e4-45c6-9195-05b42b51244d,REF-37434,Voiture Telecommandee,Enfants & Jouets,3fd428c9-c200-4a85-824b-0de411a5e9c0,54.9,26.0,180,1,53671c04-7929-47ec-986c-0acdbd40539e
866b0686-48e0-4391-bdc6-1962087695d1,REF-31387,Dinette Bois 15p,Enfants & Jouets,3fd428c9-c200-4a85-824b-0de411a5e9c0,39.9,18.5,59,1,aaabe0c7-b036-4136-b29f-e991b7dddd90
b2d7700d-d5da-41b9-9807-0ae229136ca5,REF-62694,Trottinette 3 roues,Enfants & Jouets,3fd428c9-c200-4a85-824b-0de411a5e9c0,69.9,33.0,466,1,a426fc73-f014-4ec2-a467-83e4ccf462da
1ca7da09-9ac2-4d35-8cbf-d5cbbbecd9fc,REF-52779,Gourde Inox 750ml,Sport & Plein air,c2735c41-02b7-4791-8087-5223ae40bfe6,24.9,11.5,267,0,d22409ba-11bc-4a38-8623-b4f17cf3b3b2
f527c161-5d8d-43b9-8ce4-af667a91f42b,REF-17849,Tapis Yoga Antiderapant,Sport & Plein air,c2735c41-02b7-4791-8087-5223ae40bfe6,34.9,16.5,253,0,2bc24073-8d10-4b5e-a280-429e862ede9a
2798ff21-b62e-41cc-a2a8-f3e585ee5376,REF-92343,Resistance Elastique x5,Sport & Plein air,c2735c41-02b7-4791-8087-5223ae40bfe6,22.9,10.5,78,0,bf10f591-87be-485f-8a43-4140433b628a
1c6a443f-f113-4ea5-9a1d-b88b11a124fa,REF-50206,Gants Fitness M,Sport & Plein air,c2735c41-02b7-4791-8087-5223ae40bfe6,18.9,8.8,123,1,bf10f591-87be-485f-8a43-4140433b628a
fe54cf3f-3c3f-45bd-9976-e406355c520c,REF-53060,Sac Sport 30L,Sport & Plein air,c2735c41-02b7-4791-8087-5223ae40bfe6,44.9,21.0,452,0,2bc24073-8d10-4b5e-a280-429e862ede9a
65e63e2c-d330-45cf-8314-afa60fac661b,REF-46244,Corde a Sauter Pro,Sport & Plein air,c2735c41-02b7-4791-8087-5223ae40bfe6,16.9,7.8,76,1,bf10f591-87be-485f-8a43-4140433b628a
761bad86-b047-4953-ae1f-136850ddf0a0,REF-58790,Chronometre Digital,Sport & Plein air,c2735c41-02b7-4791-8087-5223ae40bfe6,19.9,9.2,87,1,aaabe0c7-b036-4136-b29f-e991b7dddd90
1c730876-e2d5-4a51-afd1-7b1b4f0c16c6,REF-35191,Bidon Velo 600ml,Sport & Plein air,c2735c41-02b7-4791-8087-5223ae40bfe6,14.9,7.0,106,1,2bc24073-8d10-4b5e-a280-429e862ede9a
d16bc416-d44f-4c60-8b27-2ec2a5cf240d,REF-67874,Genouilleres x2,Sport & Plein air,c2735c41-02b7-4791-8087-5223ae40bfe6,22.9,10.8,490,1,aaabe0c7-b036-4136-b29f-e991b7dddd90
d11f6661-cd48-4f7e-946e-db1adfcdf96a,REF-80727,Casquette Running,Sport & Plein air,c2735c41-02b7-4791-8087-5223ae40bfe6,19.9,9.2,447,1,2bc24073-8d10-4b5e-a280-429e862ede9a
e2ad85e7-f8b1-42d8-af4a-3834ab3a955c,REF-41958,Roman Policier Bestseller,Librairie & Culture,74d56ed4-8193-4488-8c34-3fa24a4cb643,21.9,10.5,408,1,d22409ba-11bc-4a38-8623-b4f17cf3b3b2
520cd94f-e81a-4830-b86e-3f53a546dace,REF-70275,Guide Voyage Paris 2024,Librairie & Culture,74d56ed4-8193-4488-8c34-3fa24a4cb643,18.9,9.0,330,1,53671c04-7929-47ec-986c-0acdbd40539e
671afee4-3ba2-4eb6-bf06-3004d94339c6,REF-96566,Agenda 2024 Cuir,Librairie & Culture,74d56ed4-8193-4488-8c34-3fa24a4cb643,24.9,11.5,479,1,2bc24073-8d10-4b5e-a280-429e862ede9a
b726ad0d-f19b-428f-b2dd-990032ee98fc,REF-44530,Stylo Roller,Librairie & Culture,74d56ed4-8193-4488-8c34-3fa24a4cb643,12.9,6.0,24,1,bf10f591-87be-485f-8a43-4140433b628a
d811eb5f-f34c-407a-b79d-dc80b7e58c54,REF-74789,Cahier Dot Grid A5,Librairie & Culture,74d56ed4-8193-4488-8c34-3fa24a4cb643,9.9,4.6,227,1,53671c04-7929-47ec-986c-0acdbd40539e
da597ed2-e788-4c91-9c98-bb0d45fb5d78,REF-36815,Marque-pages x10,Librairie & Culture,74d56ed4-8193-4488-8c34-3fa24a4cb643,7.9,3.6,129,1,aaeab3f4-6976-4ddd-9a7d-4f576dcbc607
e740d34e-12de-4a5d-b98c-29a8bef59e3f,REF-76698,BD Manga Tome 1,Librairie & Culture,74d56ed4-8193-4488-8c34-3fa24a4cb643,8.5,4.0,424,1,f4990bcd-6099-446a-ada2-79af9e4e79c6
6efd53c2-2042-4891-869f-044486bc1ce4,REF-64432,Cartes Postales x20,Librairie & Culture,74d56ed4-8193-4488-8c34-3fa24a4cb643,14.9,7.0,398,1,d22409ba-11bc-4a38-8623-b4f17cf3b3b2
651625b5-6c3f-416b-893e-adb901976bdb,REF-44209,Coloriage Adulte Zen,Librairie & Culture,74d56ed4-8193-4488-8c34-3fa24a4cb643,16.9,7.8,472,1,a426fc73-f014-4ec2-a467-83e4ccf462da
04d68a7c-efec-4e2a-9fe1-efcf7a7cdb7b,REF-30469,Livre Recettes Vege,Librairie & Culture,74d56ed4-8193-4488-8c34-3fa24a4cb643,28.0,13.0,33,1,d22409ba-11bc-4a38-8623-b4f17cf3b3b2
ddb5fbc7-1b4f-487a-9db7-314a08d33310,REF-29525,Cle USB 64Go,Informatique,f73d17bc-1736-404b-840f-166817cd8584,14.9,6.8,31,1,53671c04-7929-47ec-986c-0acdbd40539e
9b62048c-fac2-42a6-b2c5-f1465a127437,REF-53186,SSD Externe 500Go,Informatique,f73d17bc-1736-404b-840f-166817cd8584,79.9,38.0,425,1,2bc24073-8d10-4b5e-a280-429e862ede9a
4f252480-aa7f-4b8e-bf2d-d93e5549c209,REF-66554,Tapis Souris XXL,Informatique,f73d17bc-1736-404b-840f-166817cd8584,22.9,10.5,95,1,aaeab3f4-6976-4ddd-9a7d-4f576dcbc607
97964f62-3dac-4d03-9b25-98b2e481a971,REF-74058,Repose-poignet Gel,Informatique,f73d17bc-1736-404b-840f-166817cd8584,14.9,7.0,456,1,f4990bcd-6099-446a-ada2-79af9e4e79c6
8e71516c-5d57-4a0e-b138-ad2a1f0a5752,REF-78652,Filtre Ecran 27,Informatique,f73d17bc-1736-404b-840f-166817cd8584,39.9,18.9,338,1,f4990bcd-6099-446a-ada2-79af9e4e79c6
57038056-b884-4263-afbc-ab2436c953a1,REF-54257,Cable HDMI 2m,Informatique,f73d17bc-1736-404b-840f-166817cd8584,18.9,8.8,156,0,f4990bcd-6099-446a-ada2-79af9e4e79c6
27e5ddea-3d39-4c7a-b399-ed52b4bb3c0c,REF-96315,Refroidisseur Laptop,Informatique,f73d17bc-1736-404b-840f-166817cd8584,34.9,16.5,472,1,d22409ba-11bc-4a38-8623-b4f17cf3b3b2
1727047f-b6d5-4a4d-9b97-44fa2bc7a04a,REF-62582,Nettoyant Ecran 200ml,Informatique,f73d17bc-1736-404b-840f-166817cd8584,9.9,4.6,157,0,aaeab3f4-6976-4ddd-9a7d-4f576dcbc607
ab306a81-903f-4e7a-889d-9a59fda99a8b,REF-25349,Carte SD 128Go,Informatique,f73d17bc-1736-404b-840f-166817cd8584,24.9,11.5,246,1,bf10f591-87be-485f-8a43-4140433b628a
7e47065f-a924-4cbe-9e36-1c904b74e274,REF-91576,Adaptateur USB-A/C,Informatique,f73d17bc-1736-404b-840f-166817cd8584,11.9,5.4,18,0,d22409ba-11bc-4a38-8623-b4f17cf3b3b2
