id,order_id,product_id,product_name,category,quantity,unit_price,discount_pct,line_total
f8809a94-9193-4a98-9aed-1ea35931450a,a42123e6-08f6-4e94-8eac-66a5dcc701c5,39c61fbc-1f8c-42a0-b463-f715b3137c5c,Collants x3 T2,Vetements Femme,4,12.9,0,51.6
f37c4bf8-dd02-41cd-813d-1f866ec8cb15,a42123e6-08f6-4e94-8eac-66a5dcc701c5,ddb5fbc7-1b4f-487a-9db7-314a08d33310,Cle USB 64Go,Informatique,2,14.9,15,25.33
7595af50-d46f-4065-a6bd-71e6cb7e55fb,a42123e6-08f6-4e94-8eac-66a5dcc701c5,2798ff21-b62e-41cc-a2a8-f3e585ee5376,Resistance Elastique x5,Sport & Plein air,4,22.9,0,91.6
02ecacba-7ba1-4eed-a14d-5f3633e4cde7,f48e4bad-a98d-4c48-a20b-a52cfa618ddc,10697d4c-a898-425b-be16-e5e1d0a29076,Livre Apprentissage 3-6ans,Enfants & Jouets,4,14.9,15,50.66
e001f500-f07c-4c54-81c2-3aebe104a7e6,f48e4bad-a98d-4c48-a20b-a52cfa618ddc,e740d34e-12de-4a5d-b98c-29a8bef59e3f,BD Manga Tome 1,Librairie & Culture,2,8.5,0,17.0
09fdc484-e5eb-4e87-921b-1806a04e3fd1,f822bd30-ac71-436d-af0b-664b7f590f52,e740d34e-12de-4a5d-b98c-29a8bef59e3f,BD Manga Tome 1,Librairie & Culture,4,8.5,10,30.6
b0f034ee-307b-420b-b5a7-18fd2ada3c30,f822bd30-ac71-436d-af0b-664b7f590f52,4be4bb9e-1bc2-42b6-b5cb-175be7b68d66,Webcam Full HD,Electronique,3,79.9,10,215.73
9339869c-897f-4c4b-82be-157523874ee5,a6d7c299-466f-431c-a355-1c117854abae,9bd1b170-13cc-447d-ad78-be7c34856051,Cadre Photo Bois 20x30cm,Maison & Jardin,1,18.5,15,15.72
eaaa6c23-a5c4-442a-98ba-48290ff81702,a6d7c299-466f-431c-a355-1c117854abae,c8626acb-92f1-4e4c-8274-e69f2a894a9a,Chaussettes Laine x3,Vetements Homme,4,16.9,10,60.84
91e62eee-fc7b-40b2-a97c-90dbc620b739,c7f28dc6-33d3-4d7a-aac0-011948335d1a,ddb5fbc7-1b4f-487a-9db7-314a08d33310,Cle USB 64Go,Informatique,1,14.9,10,13.41
454577fb-ab9d-4cfe-b534-a227d0e608db,c7f28dc6-33d3-4d7a-aac0-011948335d1a,29a9e8db-6ad8-401c-bb67-fe312321caec,The Vert Bio,Alimentation,3,6.5,0,19.5
f573332f-45bd-4058-9a63-88b41e7ae72e,349cd85d-198e-4a66-8573-532c0e86c6b3,de5969e3-b41b-44d8-a044-dfd64a6eda37,Ecouteurs Bluetooth,Electronique,2,59.9,0,119.8
dbb11a9b-9cd4-4756-afd3-639a69b8cd48,349cd85d-198e-4a66-8573-532c0e86c6b3,d5fe0efe-667c-4122-8758-53fef4ac6d3d,Saumon Fume 100g,Alimentation,4,9.5,5,36.1
87b1219f-731a-488f-977e-26f69f1ba647,349cd85d-198e-4a66-8573-532c0e86c6b3,4139b0d0-99ea-4a85-9a52-bf184ee80bd7,Cable USB-C 2m,Electronique,2,12.9,5,24.51
5dc83ff0-e333-4c24-875b-d0fc6485abb7,349cd85d-198e-4a66-8573-532c0e86c6b3,8aa1e4f4-aae5-4cc4-98db-69787751225e,Short Sport L,Vetements Homme,1,29.9,10,26.91
19cf1f34-48fc-4646-b9c1-c3169c306bb2,349cd85d-198e-4a66-8573-532c0e86c6b3,d96aace6-b874-4a52-b833-fdb260e2e23c,Nappe Coton 140x200cm,Maison & Jardin,1,28.0,0,28.0
ad13f280-4ec7-491d-8508-ebabc09fc0d5,c43c57d9-7ad8-46e9-9b0e-0930db3d9c40,57038056-b884-4263-afbc-ab2436c953a1,Cable HDMI 2m,Informatique,4,18.9,15,64.26
3b146e8e-4d08-450f-a031-3eba842da55f,c43c57d9-7ad8-46e9-9b0e-0930db3d9c40,78eb7e80-11d7-4b1c-ab14-c86b0293c0f4,Deodorant Bio 75ml,Hygiene & Beaute,2,8.9,0,17.8
9e41ba07-da0c-4536-a961-c542d7da81b0,c43c57d9-7ad8-46e9-9b0e-0930db3d9c40,8e71516c-5d57-4a0e-b138-ad2a1f0a5752,Filtre Ecran 27,Informatique,2,39.9,10,71.82
bf605be9-b9ff-482f-9fbb-9c2932eac241,c43c57d9-7ad8-46e9-9b0e-0930db3d9c40,b2d7700d-d5da-41b9-9807-0ae229136ca5,Trottinette 3 roues,Enfants & Jouets,4,69.9,15,237.66
9b92e74a-b677-420c-b103-5d12112b2063,706a644a-d94d-4d35-ba30-c773bcec63aa,4be4bb9e-1bc2-42b6-b5cb-175be7b68d66,Webcam Full HD,Electronique,2,79.9,0,159.8
c0373ee6-e3a2-4201-820c-0171c12e69c0,706a644a-d94d-4d35-ba30-c773bcec63aa,97ab6030-7b11-401c-a327-fe869e97cd1a,Souris sans fil,Electronique,3,35.9,0,107.7
421624cc-a0aa-4309-992c-8a294afed1fc,706a644a-d94d-4d35-ba30-c773bcec63aa,1c730876-e2d5-4a51-afd1-7b1b4f0c16c6,Bidon Velo 600ml,Sport & Plein air,2,14.9,0,29.8
ea3b7090-aaee-4206-920a-cb4cd18475ca,4e4ea915-641a-40e7-a171-c7c4792137a0,97964f62-3dac-4d03-9b25-98b2e481a971,Repose-poignet Gel,Informatique,1,14.9,0,14.9
dabdf7b4-b01f-478b-abeb-316914068b22,4e4ea915-641a-40e7-a171-c7c4792137a0,c8626acb-92f1-4e4c-8274-e69f2a894a9a,Chaussettes Laine x3,Vetements Homme,2,16.9,10,30.42
cc797567-2e26-4d0e-a27e-cb50e8f8f665,4e4ea915-641a-40e7-a171-c7c4792137a0,4f252480-aa7f-4b8e-bf2d-d93e5549c209,Tapis Souris XXL,Informatique,2,22.9,0,45.8
47f89d55-388d-4def-9d29-f33334ea1df1,4e4ea915-641a-40e7-a171-c7c4792137a0,866b0686-48e0-4391-bdc6-1962087695d1,Dinette Bois 15p,Enfants & Jouets,3,39.9,10,107.73
67386074-fe1f-4814-a647-d015751c5e4b,4e4ea915-641a-40e7-a171-c7c4792137a0,9bd1b170-13cc-447d-ad78-be7c34856051,Cadre Photo Bois 20x30cm,Maison & Jardin,3,18.5,0,55.5
e272cba5-b676-4e42-af1a-26696fe3d4d2,4e4ea915-641a-40e7-a171-c7c4792137a0,10697d4c-a898-425b-be16-e5e1d0a29076,Livre Apprentissage 3-6ans,Enfants & Jouets,2,14.9,0,29.8
835ec750-144d-455f-aefe-f0b00fad7273,ba926d5c-97fc-44e1-b87a-baee352a3e8f,b0a95dcf-c2b6-4dc1-8c92-6682e60f1db6,Plante Succulente 12cm,Maison & Jardin,1,9.9,0,9.9
ffba97db-7ba7-405a-87ac-51dec67928ba,ba926d5c-97fc-44e1-b87a-baee352a3e8f,fe54cf3f-3c3f-45bd-9976-e406355c520c,Sac Sport 30L,Sport & Plein air,1,44.9,15,38.16
4c33b8e4-a5ec-4a9d-94ff-d33a1107e1c3,757623c1-27f1-4f4e-809d-23374a2aed07,b00c7319-8ff5-4884-9b70-270bd105fe2b,Jeu de Societe Famille,Enfants & Jouets,1,32.0,0,32.0
6f25b20a-9760-4b9f-bd3a-a190f2bab44a,757623c1-27f1-4f4e-809d-23374a2aed07,917ba3a4-8989-45bc-81c6-8bc0f0ede246,Rouge a Levres Mat,Hygiene & Beaute,1,19.0,5,18.05
17686503-2493-4eea-926b-ce95db8072ff,757623c1-27f1-4f4e-809d-23374a2aed07,57038056-b884-4263-afbc-ab2436c953a1,Cable HDMI 2m,Informatique,2,18.9,10,34.02
341132c2-b938-4947-ae70-6d5cd7ff28eb,e8fb894c-ce59-449f-95aa-63f477723689,671afee4-3ba2-4eb6-bf06-3004d94339c6,Agenda 2024 Cuir,Librairie & Culture,4,24.9,10,89.64
c545325a-4456-46c5-9f24-a9506003086e,e8fb894c-ce59-449f-95aa-63f477723689,a8dfdf6e-d009-4d54-b453-8171273c44eb,Shampooing Keratine 300ml,Hygiene & Beaute,1,13.5,0,13.5
4b69fd66-ce54-4495-99da-27c0cd279a5e,e8fb894c-ce59-449f-95aa-63f477723689,8bc06fa0-0191-41a6-ae1f-da9c97d30f1a,Chemise Oxford M,Vetements Homme,4,54.9,15,186.66
611d25ed-fa51-4a5d-a697-c6fedbf02262,e8fb894c-ce59-449f-95aa-63f477723689,e740d34e-12de-4a5d-b98c-29a8bef59e3f,BD Manga Tome 1,Librairie & Culture,4,8.5,0,34.0
975529f9-406c-4dca-ae78-52f0a2c7d926,e8fb894c-ce59-449f-95aa-63f477723689,c5d9f432-71f0-4abb-8efd-52ebec6d6806,Calecon x2 M,Vetements Homme,1,22.9,10,20.61
dcc9d37a-3ef5-423b-ab30-18bb09c956fd,c5271c43-d776-411d-a035-4bcb499fa93e,064bae16-3088-4ebe-a393-130278960bff,Masque Hydratant 75ml,Hygiene & Beaute,3,24.5,15,62.48
e0ce028b-6c84-4602-ac0c-19cf41b99510,c5271c43-d776-411d-a035-4bcb499fa93e,1ca7da09-9ac2-4d35-8cbf-d5cbbbecd9fc,Gourde Inox 750ml,Sport & Plein air,1,24.9,5,23.65
cf6811d3-240f-4c37-b1e2-d58cbfb80422,c5271c43-d776-411d-a035-4bcb499fa93e,57038056-b884-4263-afbc-ab2436c953a1,Cable HDMI 2m,Informatique,3,18.9,15,48.19
9e2b9a0f-7b3d-4630-9bda-b15d2eeeaa86,d69aab0c-5b85-4b30-81ac-f3a1c3b56826,53d91849-075b-4e7b-b698-ecc816d9f197,Pantalon Tailleur T42,Vetements Femme,4,74.9,5,284.62
0e138f76-d8a1-4dc4-9057-4c7a3683d1a2,d69aab0c-5b85-4b30-81ac-f3a1c3b56826,f32a9b7e-2b33-4534-838c-15f252413c12,Apres-rasage Bois,Hygiene & Beaute,4,22.0,15,74.8
d9d7ae1e-e6d3-4e49-89ae-0e05dae6ff3b,d69aab0c-5b85-4b30-81ac-f3a1c3b56826,1c6a443f-f113-4ea5-9a1d-b88b11a124fa,Gants Fitness M,Sport & Plein air,2,18.9,0,37.8
4f7eadcf-86cf-45c3-aaac-95023badd0c0,d69aab0c-5b85-4b30-81ac-f3a1c3b56826,d16bc416-d44f-4c60-8b27-2ec2a5cf240d,Genouilleres x2,Sport & Plein air,4,22.9,15,77.86
222c0fa0-c879-4e34-b235-d6a475591463,f14d8981-1fc4-4acc-bb49-af7d01c6938e,510db9b3-f3eb-4880-b8c9-6a2ca4832010,Riz Basmati 1kg,Alimentation,2,5.9,0,11.8
3e25baef-6dc7-420d-b254-8dcd4f408e4e,f14d8981-1fc4-4acc-bb49-af7d01c6938e,c7813958-24a2-40f9-bae8-aa4fba47a26f,Montre Connectee Sport,Electronique,2,129.0,0,258.0
b4293bc6-8cf4-4f6e-be4f-02d9ac7949fc,2702cde8-626b-4c9c-b3cc-550eadf85f5f,7cde5453-322a-4db6-9b00-c315dc69f56e,Cafe Premium 250g,Alimentation,2,24.9,0,49.8
2f3e1c2a-be42-4df9-a5f4-e104f0f53994,2702cde8-626b-4c9c-b3cc-550eadf85f5f,864e1b92-332e-46be-aaa1-ed56c7bec90d,Foulard Soie,Vetements Femme,1,28.0,5,26.6
a26f7ed0-4388-443c-8613-e69a35fde73a,2702cde8-626b-4c9c-b3cc-550eadf85f5f,f14e8c71-c3ad-4136-80e5-4cb954c4371d,Support Telephone Voiture,Electronique,4,22.0,10,79.2
31e62b44-251c-4b96-9e63-4255ecb2433e,e7428df3-3df3-4e1a-877c-94a133d4fe84,510db9b3-f3eb-4880-b8c9-6a2ca4832010,Riz Basmati 1kg,Alimentation,3,5.9,5,16.82
7832887a-020e-4aeb-af00-5fc1d7e642b3,e7428df3-3df3-4e1a-877c-94a133d4fe84,04d68a7c-efec-4e2a-9fe1-efcf7a7cdb7b,Livre Recettes Vege,Librairie & Culture,1,28.0,0,28.0
dfecbe20-e0a7-496c-87b4-ef2aed14696a,e94d669d-ad5d-48ef-94bb-37a1cf1845f2,97ab6030-7b11-401c-a327-fe869e97cd1a,Souris sans fil,Electronique,4,35.9,0,143.6
50e040c6-d1e6-40ff-85dd-02db0580f78c,e94d669d-ad5d-48ef-94bb-37a1cf1845f2,f14e8c71-c3ad-4136-80e5-4cb954c4371d,Support Telephone Voiture,Electronique,4,22.0,15,74.8
56cd7b8c-1bcc-4d48-ab0b-8fdf755735b9,e94d669d-ad5d-48ef-94bb-37a1cf1845f2,9eb584ea-c0ca-4f4a-a9be-19a5a1adc51f,Vase Ceramique 25cm,Maison & Jardin,4,32.0,0,128.0
fc5c46bb-9711-462d-b2da-cfedc7495147,42a0acb5-af4e-48c3-8587-838a20d4d75d,cc93cc31-9fee-4ed3-a125-f60cbf8b292f,Bougies LED x6,Maison & Jardin,3,19.9,0,59.7
26b6589f-1db6-49cf-a99b-af6802ac53c0,42a0acb5-af4e-48c3-8587-838a20d4d75d,064bae16-3088-4ebe-a393-130278960bff,Masque Hydratant 75ml,Hygiene & Beaute,2,24.5,10,44.1
9a7e842a-6001-42a9-98d1-1b0ff250a4d6,42a0acb5-af4e-48c3-8587-838a20d4d75d,3c9d9490-d8b2-4232-8727-54e2009847e8,Creme Hydratante 50ml,Hygiene & Beaute,3,18.9,0,56.7
d4f92c5f-dbab-4b4a-81e9-30bf10fcab27,42a0acb5-af4e-48c3-8587-838a20d4d75d,324a464e-c79b-45f8-aa06-8b79a9b74997,Miel Montagne 500g,Alimentation,4,12.0,10,43.2
5b3912e6-1fe6-4683-a22b-c962cc45e5b6,16c200bd-6644-43aa-a371-291c8be48b47,7e47065f-a924-4cbe-9e36-1c904b74e274,Adaptateur USB-A/C,Informatique,3,11.9,0,35.7
51315518-68ec-4ef3-9bdc-ab261786122e,7ab263f7-b57b-44cd-9dd9-adecab5d281f,520cd94f-e81a-4830-b86e-3f53a546dace,Guide Voyage Paris 2024,Librairie & Culture,4,18.9,0,75.6
b867ff9e-1298-4d95-bb6e-a94b1db8a1f3,7ab263f7-b57b-44cd-9dd9-adecab5d281f,761bad86-b047-4953-ae1f-136850ddf0a0,Chronometre Digital,Sport & Plein air,2,19.9,5,37.81
f1383e45-c0fa-42e1-b5c0-b02c012d4203,7ab263f7-b57b-44cd-9dd9-adecab5d281f,864e1b92-332e-46be-aaa1-ed56c7bec90d,Foulard Soie,Vetements Femme,1,28.0,0,28.0
45989237-83cc-4b82-868e-9b079dab02fe,7ab263f7-b57b-44cd-9dd9-adecab5d281f,7153c8b9-4015-413b-8de9-779ff764513c,Lego Classic 500p,Enfants & Jouets,1,44.9,0,44.9
53ae8210-07bc-4a73-831c-cbee1cd088b2,7ab263f7-b57b-44cd-9dd9-adecab5d281f,da597ed2-e788-4c91-9c98-bb0d45fb5d78,Marque-pages x10,Librairie & Culture,1,7.9,5,7.5
1eab78c2-fade-44f2-9ad6-2b1adb22b8ca,aa052d81-08b3-414e-ab8c-2037117bdae9,4139b0d0-99ea-4a85-9a52-bf184ee80bd7,Cable USB-C 2m,Electronique,3,12.9,0,38.7
d57b1385-4452-462a-8689-8cf15b876c1a,c3c97b35-83fd-4ea8-bf99-fa63f2d3c09a,c74c07e9-8e5d-47b2-955e-01d12a25de99,Parfum Floral 50ml,Hygiene & Beaute,2,45.0,0,90.0
14c63f05-6084-402d-b2a4-e7ab93090542,c3c97b35-83fd-4ea8-bf99-fa63f2d3c09a,55f29394-9142-446c-bd17-72da4eeb262f,T-shirt Coton Bio M,Vetements Homme,1,24.9,0,24.9
de882605-2d2b-49f8-b0a3-66df947d2d26,c3c97b35-83fd-4ea8-bf99-fa63f2d3c09a,d11f6661-cd48-4f7e-946e-db1adfcdf96a,Casquette Running,Sport & Plein air,1,19.9,5,18.9
e043b09a-2e99-4bb0-9e7a-e243a6c6f0a7,c3c97b35-83fd-4ea8-bf99-fa63f2d3c09a,d16bc416-d44f-4c60-8b27-2ec2a5cf240d,Genouilleres x2,Sport & Plein air,4,22.9,5,87.02
eee9e32f-74c2-4909-97e8-9325b90bb218,c3c97b35-83fd-4ea8-bf99-fa63f2d3c09a,7153c8b9-4015-413b-8de9-779ff764513c,Lego Classic 500p,Enfants & Jouets,3,44.9,0,134.7
f06a410f-ebe1-4e43-8d33-ec8be7798388,274c2d32-1b73-437d-afc1-1bbb9a89de0a,29a9e8db-6ad8-401c-bb67-fe312321caec,The Vert Bio,Alimentation,4,6.5,15,22.1
68e6237a-e991-4a4c-b494-a3011c3615e9,274c2d32-1b73-437d-afc1-1bbb9a89de0a,cc93cc31-9fee-4ed3-a125-f60cbf8b292f,Bougies LED x6,Maison & Jardin,2,19.9,0,39.8
41b1b3d0-b58b-48ed-880f-4a4c5f747c8a,274c2d32-1b73-437d-afc1-1bbb9a89de0a,d811eb5f-f34c-407a-b79d-dc80b7e58c54,Cahier Dot Grid A5,Librairie & Culture,4,9.9,10,35.64
1452bd95-8fa6-4830-9ddb-4c93928f03d3,274c2d32-1b73-437d-afc1-1bbb9a89de0a,7b86d596-bb3b-461f-a940-e05884ff7f04,Huile Corps 200ml,Hygiene & Beaute,3,16.5,15,42.07
5fec336b-8dc6-4f2e-8ba2-58032f1d0f2c,274c2d32-1b73-437d-afc1-1bbb9a89de0a,01af6c33-ee76-405e-a57d-ac7a2c08b768,Pot Terracotta,Maison & Jardin,2,16.9,0,33.8
ef0a290f-778f-4cd7-a647-602a9bad14ed,274c2d32-1b73-437d-afc1-1bbb9a89de0a,1e68c96e-2a75-49f5-aa8e-131be96519c7,Casque Audio ANC,Electronique,4,189.0,5,718.2
1a6f3ad0-85ce-4380-9ff7-2ff08c0e1bb3,823e36ae-b805-4a24-aa92-331582acb939,864e1b92-332e-46be-aaa1-ed56c7bec90d,Foulard Soie,Vetements Femme,1,28.0,0,28.0
0cc8bf67-b4fd-4ecf-babf-53820635aa19,823e36ae-b805-4a24-aa92-331582acb939,10697d4c-a898-425b-be16-e5e1d0a29076,Livre Apprentissage 3-6ans,Enfants & Jouets,2,14.9,10,26.82
4e0cb5ea-ca16-4201-a71c-0383b31fc612,823e36ae-b805-4a24-aa92-331582acb939,1c730876-e2d5-4a51-afd1-7b1b4f0c16c6,Bidon Velo 600ml,Sport & Plein air,1,14.9,0,14.9
ea6cf86e-c8b9-4712-a0b9-c5a00a0ec3bb,823e36ae-b805-4a24-aa92-331582acb939,e2ad85e7-f8b1-42d8-af4a-3834ab3a955c,Roman Policier Bestseller,Librairie & Culture,3,21.9,0,65.7
dedcb2f3-52a9-4836-ba6c-4d7a2fdd8d22,823e36ae-b805-4a24-aa92-331582acb939,04d68a7c-efec-4e2a-9fe1-efcf7a7cdb7b,Livre Recettes Vege,Librairie & Culture,2,28.0,10,50.4
8e41e5e2-f1f4-43c5-a443-53402cb87f8a,6ce61bb2-b420-40b0-a100-c2fbb3a08edd,6efd53c2-2042-4891-869f-044486bc1ce4,Cartes Postales x20,Librairie & Culture,1,14.9,5,14.15
f425129e-4055-4f03-85a1-9f8cc50c7384,6ce61bb2-b420-40b0-a100-c2fbb3a08edd,9edff71a-2a3e-475c-ac3c-93b59afdfb6d,Jupe Plissee T38,Vetements Femme,2,39.9,0,79.8
c2cf644e-4664-4b5d-8576-63c59743fc7a,6ce61bb2-b420-40b0-a100-c2fbb3a08edd,064bae16-3088-4ebe-a393-130278960bff,Masque Hydratant 75ml,Hygiene & Beaute,1,24.5,15,20.82
6f14bbdf-1bdd-42bc-9fde-2157f9f8b90d,9b848dba-c5eb-4a1d-8204-0978191ea124,176fc13c-276f-4a59-a334-81647b64335f,Fromage AOP 200g,Alimentation,2,11.0,5,20.9
773530c7-68d8-4122-b092-1b5dc3753a6a,9b848dba-c5eb-4a1d-8204-0978191ea124,f5aff64e-4647-4daf-be5a-e6da77e53f50,Polo Pique L,Vetements Homme,2,39.9,15,67.83
6743b2f8-430a-47c4-a70d-61ce1e48ad39,9b848dba-c5eb-4a1d-8204-0978191ea124,ddb5fbc7-1b4f-487a-9db7-314a08d33310,Cle USB 64Go,Informatique,2,14.9,0,29.8
7229088f-6efa-4863-a5b8-38908b8419dd,9b848dba-c5eb-4a1d-8204-0978191ea124,53d91849-075b-4e7b-b698-ecc816d9f197,Pantalon Tailleur T42,Vetements Femme,2,74.9,0,149.8
f2461a42-0a45-4b06-a12c-aa68a364d41b,9b848dba-c5eb-4a1d-8204-0978191ea124,c5665cdb-27e4-45c6-9195-05b42b51244d,Voiture Telecommandee,Enfants & Jouets,1,54.9,0,54.9
8b25d1b9-e935-4421-aa25-09f645806ce7,9b848dba-c5eb-4a1d-8204-0978191ea124,f32a9b7e-2b33-4534-838c-15f252413c12,Apres-rasage Bois,Hygiene & Beaute,3,22.0,0,66.0
8480163f-e79e-4f86-90da-c35086a034b4,96f247d0-0da6-4570-a63e-1783f265c46c,7153c8b9-4015-413b-8de9-779ff764513c,Lego Classic 500p,Enfants & Jouets,3,44.9,5,127.96
309c6fd4-d38a-40fb-8f9f-006ebed2a56c,96f247d0-0da6-4570-a63e-1783f265c46c,9026c423-35c8-48a8-988b-c7cab9d4f263,Coussin Deco 45x45cm,Maison & Jardin,2,24.9,5,47.31
9f8ec000-a661-4f43-aed4-51f2a171c776,ec2923cf-ac7a-4e20-9564-d9ad46f72b5d,a2aa398f-fa8d-4ccf-846e-d797ac5ce4b5,Peluche Lapin 40cm,Enfants & Jouets,4,24.9,0,99.6
be83237c-ab20-46b5-aa48-472295332abd,ec2923cf-ac7a-4e20-9564-d9ad46f72b5d,d811eb5f-f34c-407a-b79d-dc80b7e58c54,Cahier Dot Grid A5,Librairie & Culture,2,9.9,15,16.83
599c5660-3a65-49aa-a6fc-733e36ddce2c,ec2923cf-ac7a-4e20-9564-d9ad46f72b5d,d96aace6-b874-4a52-b833-fdb260e2e23c,Nappe Coton 140x200cm,Maison & Jardin,3,28.0,0,84.0
b085b436-aa3f-4bdc-937f-52a5b696fb31,ec2923cf-ac7a-4e20-9564-d9ad46f72b5d,9b62048c-fac2-42a6-b2c5-f1465a127437,SSD Externe 500Go,Informatique,3,79.9,15,203.75
dc6c6bd4-1919-4eab-b164-96cb5579c3f3,ec2923cf-ac7a-4e20-9564-d9ad46f72b5d,38b659e5-40f5-497d-9e4a-c633ac6e1f12,Puzzle 500 pieces,Enfants & Jouets,4,19.9,0,79.6
6a85ad70-0db2-490d-963d-cbb958c403d8,904680ec-bb0c-4aca-8c49-1fe2c58c2293,85fae7c5-2197-47e3-9704-512935b98f03,Ceinture Cuir 95cm,Vetements Homme,4,28.0,0,112.0
22635b7c-ce52-4b9c-ac1b-9c88a643f9ef,904680ec-bb0c-4aca-8c49-1fe2c58c2293,57038056-b884-4263-afbc-ab2436c953a1,Cable HDMI 2m,Informatique,3,18.9,0,56.7
e645c96d-a652-45fc-a7d1-250038d8498e,904680ec-bb0c-4aca-8c49-1fe2c58c2293,0a53560e-8764-42d9-b54e-3786c7cb1ea5,Veste Legere M,Vetements Homme,3,89.0,5,253.65
9354d5a9-c5c3-47ef-b979-f5108e880092,904680ec-bb0c-4aca-8c49-1fe2c58c2293,c5d9f432-71f0-4abb-8efd-52ebec6d6806,Calecon x2 M,Vetements Homme,4,22.9,10,82.44
7ff8a883-818f-4321-9581-a290458d5501,904680ec-bb0c-4aca-8c49-1fe2c58c2293,9edff71a-2a3e-475c-ac3c-93b59afdfb6d,Jupe Plissee T38,Vetements Femme,2,39.9,0,79.8
c9cf51c5-8712-4e36-9f9a-e4a9f18bc289,904680ec-bb0c-4aca-8c49-1fe2c58c2293,2798ff21-b62e-41cc-a2a8-f3e585ee5376,Resistance Elastique x5,Sport & Plein air,1,22.9,15,19.46
d3bade71-56cd-4a41-8abd-ee80897a7dcd,cc736c5c-d791-4d47-80b0-8a69b733537b,e740d34e-12de-4a5d-b98c-29a8bef59e3f,BD Manga Tome 1,Librairie & Culture,2,8.5,5,16.15
69722f1f-4d02-4cd5-9282-63c85fb96549,cc736c5c-d791-4d47-80b0-8a69b733537b,176fc13c-276f-4a59-a334-81647b64335f,Fromage AOP 200g,Alimentation,4,11.0,5,41.8
182ab551-0a85-4584-9698-f27679aa7bff,cc736c5c-d791-4d47-80b0-8a69b733537b,01af6c33-ee76-405e-a57d-ac7a2c08b768,Pot Terracotta,Maison & Jardin,3,16.9,15,43.09
d7261f5f-8376-4f51-b5dc-7f8e1bd95162,cc736c5c-d791-4d47-80b0-8a69b733537b,1ca7da09-9ac2-4d35-8cbf-d5cbbbecd9fc,Gourde Inox 750ml,Sport & Plein air,3,24.9,5,70.96
15b8148c-dae7-4aa8-9510-2dfe1ea82674,cc736c5c-d791-4d47-80b0-8a69b733537b,8e71516c-5d57-4a0e-b138-ad2a1f0a5752,Filtre Ecran 27,Informatique,4,39.9,0,159.6
d2dadfb1-380b-481b-aa68-de04217a4aeb,cc736c5c-d791-4d47-80b0-8a69b733537b,78eb7e80-11d7-4b1c-ab14-c86b0293c0f4,Deodorant Bio 75ml,Hygiene & Beaute,1,8.9,0,8.9
cd9efa66-dac0-4ee9-a870-980565d2897e,6a95abf0-0bdd-4e1f-9e2d-a36a8adee360,98e84593-be19-46b8-8ed0-e67dbb6f98a1,Serum Vitamine C 30ml,Hygiene & Beaute,1,32.0,0,32.0
8f034fac-6282-4a04-97d1-941b5e29f5e9,6a95abf0-0bdd-4e1f-9e2d-a36a8adee360,55f29394-9142-446c-bd17-72da4eeb262f,T-shirt Coton Bio M,Vetements Homme,2,24.9,0,49.8
